Name,UPC,Price (excl. tax),Rating,Has Description,Image URL,Description,Availability,Category_Academic,Category_Add a comment,Category_Adult Fiction,Category_Art,Category_Autobiography,Category_Biography,Category_Business,Category_Childrens,Category_Christian,Category_Christian Fiction,Category_Classics,Category_Contemporary,Category_Crime,Category_Cultural,Category_Default,Category_Erotica,Category_Fantasy,Category_Fiction,Category_Food and Drink,Category_Health,Category_Historical,Category_Historical Fiction,Category_History,Category_Horror,Category_Humor,Category_Music,Category_Mystery,Category_New Adult,Category_Nonfiction,Category_Novels,Category_Paranormal,Category_Parenting,Category_Philosophy,Category_Poetry,Category_Politics,Category_Psychology,Category_Religion,Category_Romance,Category_Science,Category_Science Fiction,Category_Self Help,Category_Sequential Art,Category_Short Stories,Category_Spirituality,Category_Sports and Games,Category_Suspense,Category_Thriller,Category_Travel,Category_Womens Fiction,Category_Young Adult
Arena,2c34f9432069b52b,21.36,4,True,https://books.toscrape.com/media/cache/01/c5/01c50c5f341b8f1d030e9dffba5e5498.jpg,,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Adultery,bb967277222e689c,20.88,5,True,https://books.toscrape.com/media/cache/f1/3b/f13bef3f1e05d0837bb46956a7a928f1.jpg,,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Mother's Reckoning: Living in the Aftermath of Tragedy,2b69dec0193511d9,19.53,3,True,https://books.toscrape.com/media/cache/32/86/32861b2d37c7b8da7bbce3a86a27123b.jpg,,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Gentleman's Position (Society of Gentlemen #3),40c4bf520c17de54,14.75,5,True,https://books.toscrape.com/media/cache/82/aa/82aa7770711dfc5edc1f5f69a731d08b.jpg,,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11/22/63,a9d7b75461084a26,48.48,3,True,https://books.toscrape.com/media/cache/4c/4c/4c4ce2398c6ad6c074e8061f739964cc.jpg,,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",34669b2e9d407d3a,24.57,2,True,https://books.toscrape.com/media/cache/dd/89/dd8974991a279418738f38d5561979c4.jpg,,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,96aa539bfd4c07e2,49.71,5,True,https://books.toscrape.com/media/cache/79/84/7984ef7c568a60372f430c1ddae64034.jpg,,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Without Shame,ab60e6f5a63e1cfb,48.27,5,True,https://books.toscrape.com/media/cache/6c/21/6c21a47589ec756b9ed27e2f331c08de.jpg,,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Watchmen,d1848064c54e01c7,58.05,4,True,https://books.toscrape.com/media/cache/a0/76/a07621adcf3e13b4d3bcdc0474ab2098.jpg,,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unlimited Intuition Now,4fd0a2a350f016e6,58.87,4,True,https://books.toscrape.com/media/cache/0a/82/0a82c1dfd5b32349b8ce23bf6186553b.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Underlying Notes,0967effecd292a86,11.82,2,True,https://books.toscrape.com/media/cache/c1/76/c176e12e5d560240086270fa6b762d5d.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Shack,903a9f8090104c2c,28.03,1,True,https://books.toscrape.com/media/cache/4c/ae/4cae2beda2d1c5f851f8971f94fdbc91.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The New Brand You: Your New Image Makes the Sale for You,4b50fb1359ebf35d,44.05,5,True,https://books.toscrape.com/media/cache/74/34/74346ce51ac25a32c95ae9dc0d7ca515.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",65cfc9f242c2984a,12.34,4,True,https://books.toscrape.com/media/cache/c1/87/c187a9eb27d932f862ac06beec15c24c.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Flowers Lied,33396269bcce166f,16.68,2,True,https://books.toscrape.com/media/cache/55/c8/55c84e8714aa026c409ac63dc2a01434.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",ca74f2e3c35a3e77,55.91,1,True,https://books.toscrape.com/media/cache/b2/5a/b25a722c3bab8b311454bc251a75334a.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Book of Mormon,3f25a2fedae191cc,24.57,3,True,https://books.toscrape.com/media/cache/d7/c8/d7c885771d5e843cc2db6b0e5183c0c5.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b,52.98,5,True,https://books.toscrape.com/media/cache/82/f3/82f3b865f19faad855ec359f86415f79.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Alien Club,e77594ece9b9d1fe,54.4,1,True,https://books.toscrape.com/media/cache/15/7c/157c526f6978d80e039e1362ae898fc8.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Suzie Snowflake: One beautiful flake (a self-esteem story),0e095ed785af7e43,54.81,5,True,https://books.toscrape.com/media/cache/59/13/5913f74507084d0cd47e2b73fd806f9e.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nap-a-Roo,913e7109cec0cb4c,25.08,1,True,https://books.toscrape.com/media/cache/b9/43/b9437eda691f483d2174a1b94c8c9d06.jpg,,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",ee6c67859d70186b,10.41,4,True,https://books.toscrape.com/media/cache/61/7b/617bd5deaa5ea47ae717cb81c9a81ce8.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Modern Day Fables,6baac632f7711e26,47.44,2,True,https://books.toscrape.com/media/cache/53/da/53da160806b4854283b4477e5bf79522.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
If I Gave You God's Phone Number....: Searching for Spirituality in America,8fab4c4f6f82a4ce,20.91,1,True,https://books.toscrape.com/media/cache/91/1a/911a12f954fc65fc4cc0e8a8f8b30750.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Fruits Basket, Vol. 9 (Fruits Basket #9)",97187f5cf0385da3,33.95,4,True,https://books.toscrape.com/media/cache/3f/97/3f97ab9d27352e8dd24671c945b1c5ac.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Dress Your Family in Corduroy and Denim,7e9068872228c474,43.68,3,True,https://books.toscrape.com/media/cache/9c/2b/9c2bdd3040938c144345a115fb906562.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Don't Forget Steven,e845d305f64154f1,33.23,1,True,https://books.toscrape.com/media/cache/0e/ea/0eea83f8c3d5d3bf8538f046e2a4c67d.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,7186241e043de5dc,35.92,2,True,https://books.toscrape.com/media/cache/58/4a/584ac01e05ae76b1672f25a53384c617.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,d6d9ffea95f2f8bf,48.63,4,True,https://books.toscrape.com/media/cache/87/82/87822798b42545d589822bc712dc38a6.jpg,,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Shard of Ice (The Black Symphony Saga #1),63d5f1651880dcea,56.63,3,True,https://books.toscrape.com/media/cache/9d/9b/9d9bf1a3155fb3736d2fe12799dcca95.jpg,,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Hero's Curse (The Unseen Chronicles #1),c181ca8eabe7d18c,50.49,3,True,https://books.toscrape.com/media/cache/f5/02/f502c42183ea69987a796d2e396b2bab.jpg,,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23 Degrees South: A Tropical Tale of Changing Whether...,61cf7eb9d2cd8bb0,35.79,2,True,https://books.toscrape.com/media/cache/41/d7/41d75d4206b13bf107e86fa41f21afff.jpg,,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Zero to One: Notes on Startups, or How to Build the Future",e77033ce559947f7,34.06,3,True,https://books.toscrape.com/media/cache/f3/00/f30001f2851f82c266e2faa77bcdd924.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Why Not Me?,04f6c929888f4f11,17.76,1,True,https://books.toscrape.com/media/cache/66/95/6695cfb7ba5e0a6ef995300db6762fb6.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
When Breath Becomes Air,b69c852e7e3956af,39.36,2,True,https://books.toscrape.com/media/cache/26/9d/269d1774be6dd9e649c4170fbc8d27eb.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,1809259a5a5f1d8d,36.94,2,True,https://books.toscrape.com/media/cache/ca/30/ca30b1afe1e76ce7ba1db8176d398e53.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),e0bdd79c7304ee8d,43.62,5,True,https://books.toscrape.com/media/cache/75/e4/75e444aca5ac86166a55cc7e64f5724f.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The New Drawing on the Right Side of the Brain,3eec766dda26fa64,43.02,3,True,https://books.toscrape.com/media/cache/0a/8f/0a8f6461714ec9868dea0d37c5da5a81.jpg,,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",5a0d2e9284004266,28.45,4,True,https://books.toscrape.com/media/cache/38/ec/38ec5240eb37dfc9ebe54fa7584842ed.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Martian (The Martian #1),9afd00e81d6208e6,41.39,2,True,https://books.toscrape.com/media/cache/2e/58/2e5841f29d7212ba8df7dc1323689318.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The High Mountains of Portugal,4f283dfcbeccc0d4,51.15,1,True,https://books.toscrape.com/media/cache/f3/28/f3285723c344576168d60806d266979a.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Grownup,1bba4b1ba23ed2d6,35.88,1,True,https://books.toscrape.com/media/cache/7e/cc/7ecc23cfaa84fb015a5333f2a5d97f23.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,a2308a936e898d48,36.91,1,True,https://books.toscrape.com/media/cache/a5/7e/a57ef7bdbaf704fca07ab6dd125b54f9.jpg,,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South of Sunshine,331c26103d885cae,28.93,1,True,https://books.toscrape.com/media/cache/34/65/3465383539467c7e1787d26c02bca66f.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Smarter Faster Better: The Secrets of Being Productive in Life and Business,a2475a245c9907c4,38.89,5,True,https://books.toscrape.com/media/cache/16/65/1665c94f1ec5580132a16c3bdfd0c421.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Silence in the Dark (Logan Point #4),e46a164cf310fd7d,58.33,3,True,https://books.toscrape.com/media/cache/00/bf/00bf1ae17dde21c66e346dd9c393d6fa.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Shadows of the Past (Logan Point #1),bee6e93e9976f4fa,39.67,5,True,https://books.toscrape.com/media/cache/61/3a/613ac19c2232f1d9adc5943291a5e860.jpg,,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roller Girl,aeb51dfbe8aeec59,14.1,5,True,https://books.toscrape.com/media/cache/cf/cf/cfcfb88039ddab7d4ae399246529e401.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Rising Strong,52fc458ffc756faf,21.82,3,True,https://books.toscrape.com/media/cache/de/5c/de5c4ea75d455748861ce2bc844fb198.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c,54.21,1,True,https://books.toscrape.com/media/cache/f6/cb/f6cb2300a1235a344f1c11b2be9a605d.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0,31.19,4,True,https://books.toscrape.com/media/cache/8e/bb/8ebbba84c204b011527a8f4bd082b03f.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Out of Print: City Lights Spotlight No. 14,c0fc0cd215ee1724,53.64,5,True,https://books.toscrape.com/media/cache/4c/5a/4c5a559bc2edb79e5d48af4dbc813eb2.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Life Next Door (My Life Next Door ),9a7291b89bd5445c,36.39,5,True,https://books.toscrape.com/media/cache/1a/2c/1a2c80cc391bc1422013e31682c5f649.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Miller's Valley,bff270fe9c86a5a9,58.54,2,True,https://books.toscrape.com/media/cache/a8/b9/a8b940d9bf27d6aedad73f0230c14f56.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Man's Search for Meaning,4729afff3bea0f0a,29.48,3,True,https://books.toscrape.com/media/cache/97/da/97dac3668fcca2cf5af4e1bb971af546.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e,25.06,2,True,https://books.toscrape.com/media/cache/00/6e/006e242a10f2e27b71edfd1ca8020318.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87,12.55,3,True,https://books.toscrape.com/media/cache/06/bf/06bf33339562e138906eef6793ef53cd.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Les Fleurs du Mal,c44c5e1425475206,29.04,5,True,https://books.toscrape.com/media/cache/3d/32/3d324c0b55c221e9b701d4e772b42ad6.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Left Behind (Left Behind #1),29af1a2566c4e36e,40.72,2,True,https://books.toscrape.com/media/cache/11/74/11749e999f6ba7b9ef9408c624d1d71a.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde,45.05,5,True,https://books.toscrape.com/media/cache/d4/8e/d48ee3fe30d6d9b9cc550b76dae5984a.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37,47.13,1,True,https://books.toscrape.com/media/cache/bf/90/bf90ad2c3cab628096db8fca010797b4.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31,20.22,4,True,https://books.toscrape.com/media/cache/e8/d4/e8d47e80b92650728b837930cc578d63.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I'll Give You the Sun,0ab4b35dcffcffd1,56.48,1,True,https://books.toscrape.com/media/cache/57/a8/57a87a9b1ed0de0e6d1c048f575f327f.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Will Find You,bbf1ea50be8008ab,44.21,1,True,https://books.toscrape.com/media/cache/58/08/58080dbe2c118867331f4ef932ca96c0.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hystopia: A Novel,0bfdef63285d3019,21.96,4,True,https://books.toscrape.com/media/cache/23/2f/232fdac6b00cd3c7cd2b2336ff3b730e.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Howl and Other Poems,b7870fa6dc088fbb,40.45,2,True,https://books.toscrape.com/media/cache/09/8e/098e81fcea9f6b4c15f6d207301c0085.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
History of Beauty,8a150fd8ff5d7686,10.29,4,True,https://books.toscrape.com/media/cache/cb/74/cb74d2953d5249143c3c2e3c281daf6f.jpg,,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1,52.86,2,True,https://books.toscrape.com/media/cache/30/1d/301d6348c94fd869846aeadbeb15dad6.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Future Shock (Future Shock #1),df6a7c43faa6732b,55.65,5,True,https://books.toscrape.com/media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2,43.64,1,True,https://books.toscrape.com/media/cache/4e/04/4e0497a5aa3d442acef6a3e5d0d3447c.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb,28.41,1,True,https://books.toscrape.com/media/cache/29/5c/295ca7f5981786e8b2c6616d10158808.jpg,,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
